,Date,Stock Name,Adj Close,Close,High,Low,Open,Volume
0,2021-09-30,AMD,102.9000015258789,102.9000015258789,104.44000244140624,101.98999786376952,102.08000183105467,57636700.0
1,2021-10-01,AMD,102.61874866485596,102.61874866485596,103.54000091552734,101.14624881744383,102.40499973297119,47546012.5
2,2021-10-04,AMD,101.45611992660834,101.45611992660834,102.67775477195272,100.46959110182158,102.06571306501117,44699628.571428575
3,2021-10-05,AMD,101.61874751483693,101.61874751483693,102.76610402499927,100.53411753037395,101.53918967527501,38613034.558823526
4,2021-10-06,AMD,102.49541817532076,102.49541817532076,103.17983459218519,100.45426020202001,101.06677784016364,38811969.951422624
5,2021-10-07,AMD,104.1546634311451,104.1546634311451,105.18127892122362,102.13497099789335,102.54923144933618,39957885.82169711
6,2021-10-08,AMD,104.52722646260194,104.52722646260194,106.0449439580272,103.26872007269577,104.19562867570079,36116394.316416025
7,2021-10-11,AMD,104.58937993937188,104.58937993937188,106.51485790393491,103.57436435104628,104.36827815228594,34150578.43171971
8,2021-10-12,AMD,104.77146331069693,104.77146331069693,106.32298143585703,103.88373488800686,104.69223085581423,34105856.36362507
9,2021-10-13,AMD,106.5375583526257,106.5375583526257,107.75444326517227,104.83599890919449,105.33120163717977,42768654.44552229
10,2021-10-14,AMD,108.72647548399412,108.72647548399412,109.5471704086834,106.76058057249867,107.40624919375371,44427290.148814686
11,2021-10-15,AMD,110.08684762307202,110.08684762307202,110.86717414117462,108.50414394559209,109.45220396895935,40328652.24670183
12,2021-10-18,AMD,112.62742686872862,112.62742686872862,113.27544875986209,109.65198662819368,110.43260346150574,43216082.53236646
13,2021-10-19,AMD,114.10961836063197,114.10961836063197,114.83449025332963,111.58070388835617,112.72536024143253,41766073.23175214
14,2021-10-20,AMD,115.0221998543541,115.0221998543541,116.22134745213154,113.11714401166752,114.15188724264652,38756148.71774009
15,2021-10-21,AMD,116.7458068935238,116.7458068935238,117.6051989930785,114.37464201550044,115.09139739172689,37171202.099783376
16,2021-10-22,AMD,117.9756921925401,117.9756921925401,119.18738623073011,115.97305686617138,117.3872277748484,37899924.60824733
17,2021-10-25,AMD,119.72959368582434,119.72959368582434,120.89660496040726,117.02394023702087,118.6404626006102,41873998.37170761
18,2021-10-26,AMD,121.00983434627652,121.00983434627652,123.41811540623621,119.24650030849713,120.38038272960168,48908387.67038798
19,2021-10-27,AMD,121.51791869585348,121.51791869585348,125.28293815703802,119.96792778233288,120.88024681495115,68643874.16288789
20,2021-10-28,AMD,121.37474954166116,121.37474954166116,124.56974724898905,120.0847600868364,121.67216570539692,64387231.1199644
21,2021-10-29,AMD,120.91684504075307,120.91684504075307,123.76983769877732,120.00285387540552,121.3832944003617,55960267.754851006
22,2021-11-01,AMD,122.64212199225878,122.64212199225878,124.52990788934854,119.25370531035787,120.60996931233196,55400076.228908814
23,2021-11-02,AMD,124.63728155054926,124.63728155054926,126.10195486811409,121.23223134052245,122.35799121296698,54636802.1206615
24,2021-11-03,AMD,126.99437514333327,126.99437514333327,127.90118047752495,123.45534549090198,124.51480085965214,56597206.845884
25,2021-11-04,AMD,131.19663225428278,131.19663225428278,132.34071585955115,126.38121399452262,127.51288343270672,67888423.36828268
26,2021-11-05,AMD,133.2539799934015,133.2539799934015,135.89243363916086,129.5967309553423,132.18373581675894,66701292.8059529
27,2021-11-08,AMD,140.01639361364377,140.01639361364377,142.9754669745526,132.83803934297103,134.3902416243547,96618314.05544162
28,2021-11-09,AMD,143.57783674800137,143.57783674800137,148.04527961133087,137.25882499050934,142.2381456689587,97348028.70213309
29,2021-11-10,AMD,142.09469976779292,142.09469976779292,147.34716883316756,137.76329681481553,142.91488462129706,91604495.95153455
30,2021-11-11,AMD,143.66081787114683,143.66081787114683,146.99630174164125,138.99397678728835,142.9329334607192,82136616.31505997
31,2021-11-12,AMD,145.35249061318197,145.35249061318197,147.6337796308757,141.09638623969664,144.17175968674422,70146808.83480783
32,2021-11-15,AMD,145.80749658690223,145.80749658690223,148.17226609525483,141.80183202164505,145.70305588516894,62996604.95944841
33,2021-11-16,AMD,148.4644968075644,148.4644968075644,150.13536044581974,143.2170977886923,145.79383060401463,59038282.86225845
34,2021-11-17,AMD,149.6146966394676,149.6146966394676,151.9452177634483,145.8062596942874,148.26829669596222,57233969.68633765
35,2021-11-18,AMD,151.77681971496602,151.77681971496602,154.72313044258095,148.50775486787433,151.78898098357868,58585461.82574246
36,2021-11-19,AMD,153.23009330281718,153.23009330281718,155.60187753856496,150.4846517122558,153.3773864027117,51818837.05356917
37,2021-11-22,AMD,152.94605768962,152.94605768962,158.11312848558873,151.24679078604282,154.8824316030749,54560942.24232347
38,2021-11-23,AMD,151.73563387865343,151.73563387865343,155.93187855133735,148.86807568702923,153.093460422703,57877645.35278342
39,2021-11-24,AMD,154.1613815511378,154.1613815511378,156.7311242021833,148.19684638788277,151.64007893722587,58997427.213166915
40,2021-11-26,AMD,154.42082795432825,154.42082795432825,157.27867696315542,150.04210685764716,153.30404858437322,49896496.32060075
41,2021-11-29,AMD,157.4164982388823,157.4164982388823,159.3712039816346,152.46526655716065,154.9824291514316,52913457.7938123
42,2021-11-30,AMD,157.79789699031448,157.79789699031448,161.40672507511536,153.75115700498017,158.30145700353603,61821074.67885935
43,2021-12-01,AMD,154.32273843772728,154.32273843772728,161.19603699815772,151.81869347023144,159.12887224913996,62708284.807469316
44,2021-12-02,AMD,152.86564013279744,152.86564013279744,157.72962171025307,149.67921657019772,154.54932041932042,60089450.884209365
45,2021-12-03,AMD,149.32338188219194,149.32338188219194,155.58977497914339,146.09553043017638,153.3895898101137,62417670.53067083
46,2021-12-06,AMD,145.21802815259903,145.21802815259903,149.87786401070977,141.33731703722466,148.48975364174424,64161202.318467736
47,2021-12-07,AMD,145.07081933296237,145.07081933296237,148.23071620912327,141.2023902223318,146.6538497435991,59840481.39098363
48,2021-12-08,AMD,145.138493797044,145.138493797044,147.75442703992067,141.80143291270403,145.97631253169723,52295288.83448854
49,2021-12-09,AMD,142.3230987196099,142.3230987196099,147.32865720051146,140.2008609683126,145.64978898385945,52585133.30069547
50,2021-12-10,AMD,140.81386045246174,140.81386045246174,144.9451923671703,138.44851951066656,143.90587070476033,48440799.98039719
51,2021-12-13,AMD,138.008317492172,138.008317492172,142.7271129788895,136.4371109739722,141.64352242284963,45934079.98823102
